Australian Bureau of Statistics

"2021 Census - selected dwelling characteristics"
"SA2 (EN) by STRD Dwelling Structure"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

"STRD Dwelling Structure","Separate house","Semi-detached, row or terrace house, townhouse etc. with one storey","Semi-detached, row or terrace house, townhouse etc. with two or more storeys","Flat or apartment in a one or two storey block","Flat or apartment in a three storey block","Flat or apartment in a four to eight storey block","Flat or apartment in a nine or more storey block","Flat or apartment attached to a house","Caravan","Cabin, houseboat","Improvised home, tent, sleepers out","House or flat attached to a shop, office, etc.","Not stated","Not applicable","Total",
"SA2 (EN)",
"Glenroy - East",4032,690,1424,84,23,9,0,4,0,0,6,4,7,3,6295,
"Glenroy - West",1684,173,1034,718,59,0,0,11,0,0,9,6,5,4,3702,
"Oak Park",1780,531,903,149,48,29,0,3,0,0,0,7,4,4,3459,
"Pascoe Vale",3608,1681,2114,122,75,78,0,6,0,0,0,29,10,0,7719,
"Sunbury",4917,35,12,18,0,0,0,5,0,0,0,0,3,7,4988,
"Diggers Rest",1967,155,10,0,0,0,0,0,0,0,0,0,0,0,2132,
"Sunbury - South",4752,427,197,993,0,0,0,4,0,0,0,0,0,3,6380,
"Sunbury - West",4087,30,8,171,0,0,0,0,0,0,0,0,0,3,4297,
"Broadmeadows",3612,309,717,533,0,114,0,0,0,0,6,3,13,14,5315,
"Campbellfield - Coolaroo",4676,235,133,443,0,0,0,19,55,84,7,0,10,0,5660,
"Gladstone Park - Westmeadows",6287,371,413,18,0,0,0,11,0,0,3,3,3,8,7120,
"Greenvale - Bulla",6833,125,112,0,0,0,0,0,0,0,0,0,10,6,7077,
"Meadow Heights",3877,641,200,50,0,0,0,9,0,0,0,0,7,3,4790,
"Melbourne Airport",32,5,0,0,0,0,0,0,0,0,0,0,0,3,36,
"Tullamarine",1810,1177,122,0,0,0,0,6,0,0,0,0,0,0,3118,
"Craigieburn - Central",2638,65,60,112,0,0,0,3,0,0,4,0,0,0,2886,
"Craigieburn - North",3357,30,374,57,0,0,0,4,0,0,0,0,0,0,3831,
"Craigieburn - South",6079,357,203,41,0,0,0,7,0,0,0,0,6,3,6697,
"Mickleham - Yuroke",7565,90,49,0,0,0,0,3,0,0,0,0,9,0,7715,
"Craigieburn - North West",2740,82,144,0,0,0,0,0,0,0,0,0,4,0,2981,
"Craigieburn - West",3313,361,470,36,42,23,0,0,0,0,0,4,6,0,4256,
"Roxburgh Park (South) - Somerton",2522,238,49,31,0,61,0,3,0,0,0,0,3,0,2909,
"Roxburgh Park - North",3550,149,209,0,0,0,0,0,0,0,0,0,5,0,3924,
"Bayswater",3397,1101,410,450,96,54,0,3,0,0,0,7,8,4,5522,
"Knoxfield - Scoresby",5363,438,438,3,0,0,0,22,0,0,0,0,12,3,6272,
"Lysterfield",2133,0,0,6,0,0,0,0,0,0,0,0,0,0,2146,
"Rowville - Central",5222,216,199,0,62,36,0,6,0,0,0,3,4,3,5749,
"Rowville - North",2429,246,67,0,0,0,0,4,0,0,0,4,0,0,2745,
"Rowville - South",3412,141,55,12,0,0,0,0,0,0,0,4,0,0,3620,
"Wantirna",4732,231,323,34,0,0,0,3,0,0,0,0,0,12,5327,
"Wantirna South",5225,901,366,51,0,163,214,3,0,0,0,0,5,12,6944,
"Boronia",7147,1677,921,178,183,24,0,13,0,0,0,5,4,11,10180,
"Ferntree Gully - North",5052,560,193,82,77,0,0,7,0,0,3,26,3,6,6022,
"Ferntree Gully (South) - Upper Ferntree Gully",5382,120,266,15,24,46,0,14,0,0,0,9,3,3,5876,
"The Basin",1571,35,22,4,0,0,0,0,0,0,0,4,0,0,1634,
"Donvale - Park Orchards",5257,361,120,101,60,0,0,7,0,0,0,0,3,4,5913,
"Warrandyte - Wonga Park",3366,18,6,18,0,0,0,4,12,3,0,0,4,4,3434,
"Bayswater North",3849,551,172,61,0,0,0,10,0,0,0,0,3,4,4645,
"Croydon Hills - Warranwood",6253,126,56,0,0,0,0,8,0,0,0,8,0,7,6454,
"Ringwood",6301,560,403,119,385,579,96,4,0,0,16,3,18,9,8498,
"Ringwood East",7779,348,216,53,29,65,0,9,0,0,0,9,6,18,8531,
"Ringwood North",3449,9,28,36,0,0,0,0,0,0,0,0,0,4,3523,
"Croydon - East",5308,973,386,94,292,115,0,9,0,0,0,0,17,16,7206,
"Croydon - West",5528,140,146,118,19,0,0,5,0,0,0,3,12,12,5984,
"Croydon South",1783,127,23,3,0,0,0,5,0,0,0,0,0,0,1939,
"Forest Hill",3189,872,287,62,41,68,0,4,0,0,0,0,3,11,4543,
"Mitcham (Vic.)",4371,1584,683,30,52,284,0,13,0,0,0,0,3,7,7039,
"Nunawading",3394,1133,346,0,39,152,0,4,0,0,0,0,3,3,5088,
"Vermont",3221,628,213,9,0,0,0,5,0,0,0,4,0,3,4089,
"Vermont South",3851,306,120,0,15,144,0,4,0,0,4,0,0,6,4448,
"Belgrave - Selby",3671,11,4,10,0,0,0,6,4,0,0,0,3,0,3707,
"Chirnside Park",4263,22,64,0,7,0,0,12,0,0,0,0,6,0,4377,
"Healesville - Yarra Glen",5483,374,53,16,0,0,0,3,4,45,0,8,14,23,6020,
"Kilsyth",3556,423,129,62,0,0,0,3,0,0,0,0,0,4,4170,
"Lilydale - Coldstream",6399,990,434,5,0,0,0,9,70,0,0,7,17,10,7941,
"Monbulk - Silvan",2134,47,3,0,0,0,0,6,0,0,0,12,3,0,2208,
"Montrose",2282,112,10,113,0,0,0,0,0,0,0,0,0,5,2516,
"Mooroolbark",8244,207,183,0,14,0,0,7,0,0,0,0,12,11,8672,
"Mount Dandenong - Olinda",4013,25,5,0,0,0,0,3,0,0,0,3,7,13,4069,
"Mount Evelyn",3488,46,27,3,0,0,0,0,0,0,0,0,8,6,3575,
"Upwey - Tecoma",3688,26,35,30,0,0,0,0,0,0,0,3,0,0,3776,
"Wandin - Seville",2863,5,0,0,0,0,0,0,0,0,0,0,3,0,2876,
"Yarra Valley",6947,139,6,61,0,0,0,6,17,104,3,6,7,14,7308,
"Emerald - Cockatoo",6678,31,0,30,0,0,0,6,0,0,0,3,8,4,6756,
"Beaconsfield - Officer",7711,299,267,8,0,0,0,0,0,101,0,0,14,0,8400,
"Bunyip - Garfield",3604,30,0,38,0,0,3,0,0,0,0,4,0,0,3693,
"Koo Wee Rup",3580,131,5,188,0,0,0,0,0,0,0,3,6,6,3916,
"Pakenham - North East",5185,567,108,53,0,0,0,3,0,0,0,0,0,8,5923,
"Pakenham - North West",2535,128,3,0,0,0,0,0,0,0,0,0,8,0,2676,
"Pakenham - South East",1925,683,229,56,0,0,0,0,5,49,0,0,0,3,2942,
"Pakenham - South West",8287,642,311,7,17,0,0,6,0,0,0,0,0,4,9285,
"Berwick - North",7424,1246,478,9,9,0,0,0,14,0,0,4,7,20,9217,
"Doveton",3666,764,193,10,5,0,0,3,0,0,0,6,12,3,4663,
"Hallam",2995,602,236,45,0,0,0,4,0,0,0,0,4,5,3893,
"Narre Warren North",2464,13,4,0,0,0,0,9,0,0,0,0,4,4,2499,
"Endeavour Hills - North",3751,258,202,0,0,0,0,4,0,0,0,0,0,0,4222,
"Endeavour Hills - South",4142,309,288,0,0,0,0,3,0,0,0,3,3,0,4750,
"Narre Warren - North East",4505,105,6,21,0,0,0,4,0,0,0,0,0,0,4636,
"Narre Warren - South West",4743,204,181,221,26,0,0,8,0,108,4,0,0,11,5492,
"Berwick - South East",5399,62,140,0,0,0,0,0,0,0,0,5,0,4,5614,
"Berwick - South West",3521,58,97,44,0,0,0,5,0,0,0,0,0,3,3719,
"Cranbourne",6390,1113,234,314,0,0,0,7,0,0,0,0,11,17,8091,
"Cranbourne South",5652,212,67,0,0,0,0,7,0,0,0,4,8,0,5953,
"Cranbourne West",5847,869,145,202,0,0,0,9,0,0,0,0,7,0,7069,
"Lynbrook - Lyndhurst",4856,100,234,0,30,0,0,0,0,0,0,0,4,4,5223,
"Pearcedale - Tooradin",2941,15,0,31,0,0,0,7,0,0,0,0,3,0,2999,
"Narre Warren South - East",3770,72,51,0,0,0,0,3,0,0,0,0,0,0,3906,
"Narre Warren South - West",4504,374,125,3,0,0,0,3,0,0,0,0,0,7,5009,
"Clyde North - North",3143,80,30,0,0,0,0,0,0,0,0,0,0,0,3253,
"Clyde North - South",4428,40,54,0,0,0,0,0,0,0,0,0,7,0,4529,
"Cranbourne East - North",6611,618,91,26,0,0,0,5,0,0,0,0,9,0,7364,
"Cranbourne East - South",3715,267,106,17,0,0,0,0,0,0,0,0,8,0,4112,
"Cranbourne North - East",3544,107,73,25,0,0,0,0,0,0,0,0,0,0,3749,
"Cranbourne North - West",3872,156,28,0,0,0,0,4,0,0,0,4,5,0,4078,
"Hampton Park - East",3781,132,130,26,0,0,0,4,0,0,0,0,0,0,4072,
"Hampton Park - West",4201,240,68,35,0,0,0,4,0,0,0,0,6,5,4560,
"Clarinda - Oakleigh South",3891,290,131,27,0,0,0,10,0,0,0,0,0,9,4346,
"Clayton South",2953,1137,667,271,191,325,0,5,0,0,0,0,8,8,5562,
"Dandenong North",7030,813,186,275,0,0,0,8,0,11,0,9,5,26,8359,
"Dingley Village",3191,620,141,0,0,0,0,0,38,17,0,0,0,5,4012,
"Noble Park North",2556,20,4,282,0,0,0,6,0,0,0,0,8,3,2875,
"Springvale",5501,1100,575,652,54,106,0,17,28,85,4,5,11,13,8150,
"Springvale South",3484,344,74,104,15,0,0,13,32,5,0,3,0,5,4077,
"Noble Park - East",2998,563,334,1415,79,0,0,0,0,0,0,0,8,16,5426,
"Noble Park - West",5039,507,622,840,95,63,0,5,0,0,0,0,14,13,7190,
"Dandenong - North",3163,2424,1122,1640,340,147,0,0,0,3,11,8,58,68,8987,
"Dandenong - South",1929,492,501,68,27,239,0,0,53,14,0,8,11,3,3336,
"Keysborough - North",4630,402,97,49,0,0,0,11,0,0,0,5,3,4,5190,
"Keysborough - South",4087,23,442,53,0,0,0,0,0,0,0,0,5,0,4605,
"Ashwood - Chadstone",4716,588,930,1365,164,311,214,15,0,0,0,12,7,23,8337,
"Glen Waverley - East",7160,498,218,140,35,12,0,4,0,0,0,0,0,8,8086,
"Glen Waverley - West",5468,580,480,721,187,261,745,5,0,0,0,0,10,22,8489,
"Mount Waverley - North",4507,130,302,1348,8,21,0,0,0,0,0,0,0,9,6324,
"Mount Waverley - South",4938,496,475,1573,55,6,0,4,0,0,0,7,0,13,7564,
"Mulgrave",6121,583,657,10,0,0,0,11,0,0,0,3,8,12,7409,
"Oakleigh - Huntingdale",6366,559,970,757,143,922,0,5,0,0,4,16,14,18,9763,
"Wheelers Hill",6614,358,138,305,167,352,0,11,0,0,0,0,0,7,7953,
"Clayton (North) - Notting Hill",1149,336,388,553,216,679,691,0,0,0,0,0,12,142,4161,
"Clayton - Central",1945,1222,1311,147,306,54,0,4,0,0,6,0,10,31,5034,
"Ardeer - Albion",2149,308,368,654,7,0,0,3,0,51,0,0,5,8,3551,
"Cairnlea",2600,26,204,0,0,173,0,0,0,0,0,0,5,4,3014,
"Delahey",2208,506,78,128,0,0,0,0,0,0,0,0,0,0,2929,
"Keilor Downs",4270,403,180,25,24,0,0,0,0,0,0,0,0,0,4925,
"Kings Park (Vic.)",4707,118,17,85,0,0,0,3,0,0,0,0,0,6,4939,
"St Albans - North",5645,783,735,849,14,20,0,16,4,0,9,30,15,8,8128,
"St Albans - South",4945,505,333,509,0,0,0,3,0,0,16,17,13,6,6341,
"Sunshine",2689,586,314,179,30,24,123,5,0,0,21,0,4,5,3992,
"Sunshine North",3588,190,374,198,0,0,0,14,0,0,0,27,7,3,4393,
"Sunshine West",5766,409,608,218,22,0,0,10,0,0,0,3,10,10,7058,
"Sydenham",2738,696,658,30,72,0,0,0,0,0,0,0,3,6,4212,
"Taylors Lakes",5296,419,156,35,0,0,0,4,0,0,0,3,3,0,5919,
"Deer Park",5723,524,287,44,0,0,0,12,0,0,0,0,4,6,6595,
"Derrimut",2390,18,63,0,0,0,0,0,0,0,0,0,4,0,2479,
"Altona",3915,902,921,293,87,176,0,0,0,0,0,15,5,8,6318,
"Altona Meadows",6564,611,157,341,0,84,0,5,0,0,0,0,8,3,7783,
"Altona North",4190,693,1192,204,39,12,0,0,0,0,3,13,8,5,6365,
"Newport",4864,812,1522,508,51,30,0,0,0,0,0,37,7,7,7832,
"Seabrook",1725,49,14,19,0,0,0,0,0,0,0,0,0,0,1806,
"Williamstown",3632,908,1323,520,196,212,234,6,0,0,0,12,22,17,7078,
"Braybrook",3743,1324,2094,265,342,182,0,6,10,32,0,26,12,6,8045,
"Footscray",2692,434,894,1350,893,1881,1627,18,0,0,0,66,26,44,9913,
"Maribyrnong",1891,97,1707,487,143,1138,553,0,0,0,0,0,9,5,6032,
"Seddon - Kingsville",2679,295,355,625,246,98,0,3,0,0,0,35,3,0,4352,
"West Footscray - Tottenham",2950,509,522,784,385,172,0,16,0,0,0,21,5,12,5388,
"Yarraville",4725,381,746,337,291,53,139,10,0,0,0,89,5,4,6769,
"Bacchus Marsh",8719,749,141,65,0,22,0,11,20,34,4,6,10,5,9784,
"Melton West",6951,354,35,75,0,0,0,3,0,0,0,4,3,0,7433,
"Rockbank - Mount Cottrell",4883,27,34,3,0,0,0,0,68,67,0,0,15,0,5105,
"Taylors Hill",5066,415,409,0,0,0,0,3,0,0,0,0,5,0,5893,
"Burnside",1561,305,4,6,0,0,0,0,0,0,0,0,0,0,1886,
"Burnside Heights",1639,82,88,0,0,0,0,0,0,0,0,0,0,0,1808,
"Caroline Springs",5973,46,495,0,74,264,0,5,0,0,0,0,5,3,6855,
"Brookfield",2952,387,0,0,0,0,0,0,0,0,0,0,0,0,3350,
"Cobblebank - Strathtulloh",2369,7,41,0,0,0,0,0,0,0,0,0,4,0,2425,
"Eynesbury - Exford",995,0,0,0,0,0,0,0,0,0,0,0,0,0,998,
"Fraser Rise - Plumpton",3069,105,33,30,0,0,0,0,0,0,0,0,12,0,3247,
"Hillside",4657,353,153,92,12,0,0,0,0,0,0,0,0,0,5274,
"Kurunjang - Toolern Vale",4021,226,27,0,0,0,0,12,0,0,6,3,0,3,4290,
"Melton",2882,471,145,0,0,0,0,3,0,0,0,0,3,6,3512,
"Melton South - Weir Views",5442,608,74,12,0,0,0,3,0,0,0,0,8,6,6163,
"Hoppers Crossing - North",5660,602,120,423,0,10,0,7,0,0,0,4,3,0,6833,
"Hoppers Crossing - South",6068,288,95,672,0,0,0,6,0,0,0,0,3,4,7140,
"Laverton",3603,203,337,54,0,203,0,3,15,60,0,9,10,14,4505,
"Werribee - South",5385,799,287,19,28,302,0,0,41,3,13,3,3,17,6895,
"Point Cook - East",5953,177,464,29,0,70,0,0,0,0,0,0,0,3,6694,
"Point Cook - South",5478,266,317,0,0,25,0,0,0,0,0,0,3,0,6093,
"Werribee - East",6463,1022,205,26,0,0,0,5,0,0,0,0,0,0,7727,
"Werribee - West",7597,522,180,121,0,0,0,6,0,0,0,0,7,3,8442,
"Manor Lakes - Quandong",3220,146,29,0,0,0,0,0,0,0,0,0,0,0,3395,
"Point Cook - North East",4036,182,318,428,0,0,0,4,0,0,0,0,0,0,4960,
"Point Cook - North West",2793,173,162,31,0,0,0,0,0,0,0,0,0,5,3158,
"Tarneit (West) - Mount Cottrell",3269,6,20,0,0,0,0,0,0,0,0,0,3,0,3296,
"Tarneit - Central",7363,650,315,18,0,0,0,0,0,0,0,0,6,3,8352,
"Tarneit - North",2170,3,33,0,0,0,0,0,0,0,0,0,8,0,2215,
"Tarneit - South",2698,670,106,0,0,26,0,0,0,0,0,0,0,0,3503,
"Truganina - North",2553,76,13,0,0,0,0,0,0,0,0,0,6,0,2647,
"Truganina - South East",2770,144,104,27,0,0,0,0,0,0,0,0,5,0,3045,
"Truganina - South West",4927,612,119,6,0,0,0,0,0,0,0,0,3,0,5670,
"Wyndham Vale - North",3037,96,84,7,0,0,0,0,0,0,0,0,0,0,3225,
"Wyndham Vale - South",4523,143,17,0,0,0,0,10,0,0,0,0,0,0,4699,
"Carrum Downs",7038,1307,525,0,18,0,0,18,20,68,0,5,8,5,9019,
"Frankston",7197,2141,754,873,83,140,71,7,0,0,31,15,24,74,11406,
"Frankston North",7638,755,161,98,0,0,0,7,0,0,0,11,11,22,8702,
"Frankston South",6281,692,246,132,0,0,0,0,9,26,0,0,3,4,7397,
"Langwarrin",7845,1281,146,0,0,0,0,18,0,192,0,6,7,4,9508,
"Seaford (Vic.)",5913,1397,550,117,125,0,0,3,0,60,4,4,6,5,8187,
"Skye - Sandhurst",4185,314,172,0,0,0,0,5,0,0,0,0,4,0,4673,
"Dromana",7169,597,751,133,61,0,0,0,9,129,3,44,5,8,8905,
"Flinders",3861,3,25,21,8,0,0,0,0,0,0,4,5,8,3932,
"Hastings - Somers",9050,1388,249,70,4,0,0,11,4,69,7,0,17,8,10869,
"Mount Eliza",6289,219,39,313,0,0,0,8,0,0,0,0,5,3,6887,
"Mount Martha",7214,974,260,12,0,0,0,9,0,0,3,0,3,19,8496,
"Point Nepean",19670,354,175,153,42,0,0,5,18,74,0,11,8,16,20522,
"Rosebud - McCrae",12460,1273,289,432,45,0,0,0,34,26,42,0,10,18,14625,
"Somerville",6243,997,113,5,0,0,0,20,0,7,3,0,8,4,7400,
"Mornington - East",5355,377,114,196,0,49,0,11,3,128,0,0,7,12,6238,
"Mornington - West",3677,396,528,980,113,0,0,0,0,0,0,0,9,11,5719,
"Ararat",3299,361,12,4,16,0,0,0,18,23,4,13,11,29,3791,
"Ararat Surrounds",1571,3,0,0,0,0,0,0,6,4,0,6,0,4,1599,
"Horsham",7015,444,6,452,0,0,0,0,28,20,0,8,10,31,8007,
"Horsham Surrounds",1595,4,0,10,0,0,0,0,12,4,3,0,0,10,1645,
"Nhill Region",3531,100,9,50,0,0,0,0,17,6,3,13,12,23,3770,
"St Arnaud",1746,52,0,3,0,0,0,0,8,10,0,11,4,12,1843,
"Stawell",3914,140,8,189,0,0,0,0,74,0,0,9,12,65,4412,
"West Wimmera",1527,28,0,33,0,0,0,0,4,8,0,0,5,4,1607,
"Yarriambiack",3403,69,0,28,0,0,0,4,19,0,4,26,0,13,3573,
"Irymple",2787,12,0,153,0,0,0,0,32,24,5,3,10,4,3026,
"Merbein",1938,73,4,35,0,0,0,0,31,0,6,0,3,3,2084,
"Mildura Surrounds",1752,36,0,7,0,0,0,0,55,50,6,4,7,10,1934,
"Red Cliffs",2366,153,8,28,0,0,0,0,26,30,0,9,3,5,2622,
"Mildura - North",6409,1165,83,717,49,0,0,3,81,36,0,20,42,40,8635,
"Mildura - South",5822,532,12,505,0,0,0,0,49,109,4,0,23,17,7079,
"Buloke",3103,119,9,72,0,0,0,0,52,5,0,14,9,16,3397,
"Gannawarra",3173,79,0,13,0,0,0,0,25,5,0,12,17,3,3332,
"Kerang",1716,178,0,0,0,0,0,0,53,14,0,6,8,7,1994,
"Robinvale",1164,25,15,59,0,0,0,0,47,16,22,7,31,9,1382,
"Swan Hill",4089,464,10,416,7,0,0,4,36,15,12,12,10,28,5096,
"Swan Hill Surrounds",2876,10,5,25,0,0,0,0,46,55,13,18,27,10,3080,
"Echuca",6013,908,25,20,0,0,0,3,23,107,0,6,20,33,7154,
"Kyabram",4353,452,0,21,0,0,0,0,21,32,0,5,6,14,4905,
"Lockington - Gunbower",1718,22,0,4,0,0,0,0,13,7,3,0,4,0,1773,
"Rochester",1692,87,0,0,0,0,0,3,17,51,0,0,0,8,1858,
"Rushworth",2105,28,0,11,0,0,0,0,9,33,3,7,4,3,2206,
"Cobram",2825,251,0,3,0,0,0,0,29,45,12,0,8,9,3180,
"Moira",1452,12,6,0,0,0,0,0,7,11,0,0,0,0,1489,
"Numurkah",5426,304,0,10,0,0,0,6,50,50,8,10,6,11,5877,
"Yarrawonga",3583,562,120,13,0,0,0,0,35,54,3,11,3,18,4402,
"Mooroopna",2970,513,12,0,25,0,0,3,227,110,7,21,5,5,3903,
"Shepparton - North",7052,1169,68,47,0,0,0,3,27,9,4,52,12,35,8468,
"Shepparton Surrounds - East",1605,0,0,0,0,0,0,0,24,0,0,0,5,0,1634,
"Shepparton Surrounds - West",4162,216,0,3,0,6,0,0,50,53,12,25,10,22,4557,
"Kialla",3074,17,0,0,0,0,0,0,6,17,4,109,5,6,3245,
"Shepparton - South East",5985,767,42,25,0,0,0,3,3,11,16,96,22,21,6994,
"Glenelg (Vic.)",4460,47,0,59,0,4,0,0,32,22,8,8,19,18,4682,
"Hamilton (Vic.)",4540,321,6,114,0,0,0,3,16,12,0,3,7,25,5051,
"Portland",4784,468,58,84,5,0,0,0,37,12,0,12,4,21,5483,
"Southern Grampians",3158,49,4,0,0,0,0,3,20,9,4,8,4,8,3271,
"Camperdown",1648,109,17,0,0,0,0,0,3,4,0,0,0,16,1804,
"Colac",5069,655,13,3,0,0,0,4,14,29,15,11,8,12,5833,
"Colac Surrounds",2615,5,0,0,0,0,0,0,6,3,0,0,0,3,2641,
"Corangamite - North",2547,102,0,9,0,0,0,0,7,6,0,10,8,14,2701,
"Corangamite - South",3227,96,11,4,0,0,0,0,9,0,4,8,6,26,3380,
"Otway",3560,114,102,89,7,0,0,5,28,20,0,7,19,37,3993,
"Moyne - East",3225,16,3,0,0,0,0,0,7,8,0,3,7,5,3279,
"Moyne - West",4744,197,105,21,0,0,0,0,21,10,3,8,9,9,5119,
"Warrnambool - North",8515,832,165,183,0,0,0,5,0,0,0,0,7,10,9723,
"Warrnambool - South",4643,626,289,536,69,0,0,0,55,113,9,37,19,46,6442,
"Migratory - Offshore - Shipping (Vic.)",0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,
"Total",2004789,234159,156058,122863,70836,84838,109805,1759,3823,5258,1248,6438,3789,5153,2810815,

"Dataset: Census of Population and Housing, 2021, TableBuilder"

"INFO","Cells in this table have been randomly adjusted to avoid the release of confidential data. No reliance should be placed on small cells."


"Copyright Commonwealth of Australia, 2021, see abs.gov.au/copyright"
"ABS data licensed under Creative Commons, see abs.gov.au/ccby"
